country;league;Home;Away;PosHome;PosAway;PtsHome;PtsAway;GFHome;GSHome;GFAway;GSAway;MatchHome;WinHome;GFH10;GSH10;MatchAway;WinAway;GFA10;GSA10
Australia;Northern NSW State League;Lake Macquarie;West Wallsend;2;6;22;15;34;16;21;24;11;7;25;16;11;6;18;17
Australia;Northern NSW NPL;Charlestown Azzurri;Cooks Hill United;12;7;13;18;20;28;27;28;13;7;14;25;14;7;16;22
Australia;Northern NSW NPL;Kahibah;Adamstown Rosebud;11;10;14;14;22;34;20;29;14;8;17;25;15;6;14;20
Norway;3rd Division Group 6;Gamle Oslo;Lokomotiv Oslo;6;14;19;7;37;24;17;39;11;9;31;22;11;7;16;32
Georgia;Erovnuli Liga;Gagra;Samgurali;9;7;21;24;18;24;25;32;18;4;10;14;18;7;18;19
Faroe Islands;Division 1;TB Tvoroyri;HB Torshavn 2;7;8;16;13;21;25;13;16;13;6;17;21;13;3;11;10
Lithuania;I Lyga;Babrungas;Kauno Zalgiris 2;2;16;35;6;25;4;7;23;13;2;15;4;13;1;4;16
Mongolia;Premier League;Deren;Central Stallions;3;2;33;39;60;18;54;17;17;8;34;11;17;6;18;10
Mongolia;Premier League;FC Ulaanbaatar;Khangarid;1;4;44;33;68;9;61;22;17;7;34;9;17;8;30;10
Sweden;Division 1 Norra;Karlbergs;Pitea;9;15;15;9;20;22;15;29;13;5;12;14;13;9;17;20
Sweden;Division 2 Norrland;Kubikenborgs IF;Fransta;2;7;20;9;22;16;17;29;11;6;17;13;11;7;16;25
Sweden;Division 2 Norra Gotaland;Grebbestad;Kumla;5;8;22;17;25;19;14;14;13;8;23;14;13;2;7;11
Sweden;Division 2 Norra Svealand;Angby;Enskede;2;6;27;23;24;15;23;17;13;4;17;12;13;7;18;16
Sweden;Division 2 Sodra Gotaland;Lilla Torg;Torns;9;10;15;15;11;20;20;33;13;2;9;11;13;8;17;28
Sweden;Division 2 Sodra Svealand;Lindo FF;Smedby;11;5;13;23;19;23;29;19;13;5;12;17;13;7;19;14
Sweden;Division 2 Vastra Gotaland;Frölunda;Qviding;3;8;23;18;27;19;29;24;13;5;23;15;13;8;21;17