PredictionDate;AlgorithmVersion;LeagueId;Round;Home;Away;Match;Score;Band;HG;AG;Goals;Over25;BTTS
2026-06-28;v13;USA_USLLeagueTwo_SouthCentral_2026;17;Birmingham Legion FC II;Swarm FC;Birmingham Legion FC II - Swarm FC;54.08;MEDIA;;;;;
2026-06-28;v13;USA_USLLeagueTwo_SouthFlorida_2026;16;Brevard SC;Weston FC;Brevard SC - Weston FC;53.24;MEDIA;;;;;
2026-06-28;v13;USA_USLLeagueTwo_Northeast_2026;25;Seacoast United Phantoms;Boston Bolts;Seacoast United Phantoms - Boston Bolts;53.06;MEDIA;;;;;
2026-06-28;v13;USA_USLLeagueTwo_MidSouth_2026;17;Hattiesburg FC;Jackson Boom;Hattiesburg FC - Jackson Boom;34.26;BASSA;;;;;
2026-06-28;v13;USA_USLLeagueTwo_Metropolitan_2026;24;Long Island Rough Riders;Cedar Stars;Long Island Rough Riders - Cedar Stars;0.0;BASSA;;;;;
2026-06-28;v13;Norway_3rdDivision_Group5_2026;12;Skedsmo;Skjetten;Skedsmo - Skjetten;91.56;ALTA;;;;;
2026-06-28;v13;Norway_3rdDivision_Group4_2026;13;Flekkeroy;Akra;Flekkeroy - Akra;86.25;ALTA;;;;;
2026-06-28;v13;USA_USLLeagueTwo_SouthCentral_2026;17;Birmingham 2;Swarm FC;Birmingham 2 - Swarm FC;82.87;ALTA;;;;;
2026-06-28;v13;Sweden_Division2_NorraGotaland_2026;15;Vanersborgs IF;Stenungsunds;Vanersborgs IF - Stenungsunds;81.78;ALTA;;;;;
2026-06-28;v13;Sweden_Division1_Sodra_2026;14;Kristianstad;Trelleborg;Kristianstad - Trelleborg;79.17;ALTA;;;;;
2026-06-28;v13;Iceland_Division_2_2026;21;Throttur Vogar;Fjolnir;Throttur Vogar - Fjolnir;76.97;ALTA;;;;;
2026-06-28;v13;Sweden_Division2_NorraGotaland_2026;15;Skara;Herrestads AIF;Skara - Herrestads AIF;76.38;ALTA;;;;;
2026-06-28;v13;Norway_2ndDivision_Group2_2026;12;Eidsvold;Tromsdalen;Eidsvold - Tromsdalen;75.91;ALTA;;;;;
2026-06-28;v13;Iceland_Division_2_2026;21;Selfoss;Haukar;Selfoss - Haukar;75.46;ALTA;;;;;
2026-06-28;v13;Sweden_Division2_NorraSvealand_2026;15;Kungsangen;Skiljebo;Kungsangen - Skiljebo;72.86;MEDIA-ALTA;;;;;
2026-06-28;v13;Sweden_Superettan_2026;14;Brage;Falkenberg;Brage - Falkenberg;70.98;MEDIA-ALTA;;;;;
2026-06-28;v13;Iceland_Division_1_2026;16;Fylkir;Kopavogur;Fylkir - Kopavogur;67.89;MEDIA-ALTA;;;;;
2026-06-28;v13;USA_USLLeagueTwo_SouthFlorida_2026;16;Brevard SC;Weston;Brevard SC - Weston;67.41;MEDIA-ALTA;;;;;
2026-06-28;v13;Norway_3rdDivision_Group1_2026;13;Vålerenga 2;Union Carl Berner;Vålerenga 2 - Union Carl Berner;66.31;MEDIA-ALTA;;;;;
2026-06-28;v13;Sweden_Division1_Norra_2026;15;Assyriska FF;Vasalund;Assyriska FF - Vasalund;65.48;MEDIA-ALTA;;;;;
2026-06-28;v13;Iceland_Division_1_2026;16;Leiknir;IR Reykjavik;Leiknir - IR Reykjavik;63.77;MEDIA-ALTA;;;;;
2026-06-28;v13;Sweden_Division2_VastraGotaland_2026;15;Onsala;Landvetter;Onsala - Landvetter;62.41;MEDIA-ALTA;;;;;
2026-06-28;v13;Iceland_Division_1_2026;16;Afturelding;Njardvik;Afturelding - Njardvik;61.31;MEDIA-ALTA;;;;;
2026-06-28;v13;Sweden_Division2_VastraGotaland_2026;15;Dalstorps IF;Lindome;Dalstorps IF - Lindome;59.36;MEDIA;;;;;
2026-06-28;v13;Sweden_Division1_Norra_2026;15;FBK Karlstad;Hammarby TFF;FBK Karlstad - Hammarby TFF;56.89;MEDIA;;;;;
2026-06-28;v13;Iceland_Division_1_2026;16;Grindavik;Aegir;Grindavik - Aegir;56.18;MEDIA;;;;;
2026-06-28;v13;Sweden_Division2_SodraGotaland_2026;15;IFK Berga;Vaxjo Norra;IFK Berga - Vaxjo Norra;54.94;MEDIA;;;;;
2026-06-28;v13;Estonia_Meistriliiga_2026;18;Parnu JK Vaprus;Kuressaare;Parnu JK Vaprus - Kuressaare;54.89;MEDIA;;;;;
2026-06-28;v13;Sweden_Division1_Sodra_2026;14;Hassleholms IF;Tvaaker;Hassleholms IF - Tvaaker;52.61;MEDIA;;;;;
2026-06-28;v13;Sweden_Division1_Norra_2026;15;Sollentuna;AFC Eskilstuna;Sollentuna - AFC Eskilstuna;46.58;MEDIA;;;;;
2026-06-28;v13;Norway_3rdDivision_Group3_2026;13;Varegg;V. Haugesund;Varegg - V. Haugesund;88.12;ALTA;1;1;2;KO;OK
2026-06-28;v13;Norway_3rdDivision_Group5_2026;13;Lillestrom 2;Tromsø 2;Lillestrom 2 - Tromsø 2;85.85;ALTA;5;3;8;OK;OK
2026-06-28;v13;Norway_2ndDivision_Group2_2026;13;Follo;Levanger;Follo - Levanger;84.78;ALTA;0;2;2;KO;KO
2026-06-28;v13;Iceland_BestaDeildKarla_2026;17;Keflavik;KR Reykjavik;Keflavik - KR Reykjavik;82.66;ALTA;3;2;5;OK;OK
2026-06-28;v13;Norway_3rdDivision_Group1_2026;13;K. Oslo 2;Heming;K. Oslo 2 - Heming;81.84;ALTA;2;2;4;OK;OK
2026-06-28;v13;Sweden_Division2_SodraGotaland_2026;15;Linero IF;IFK Karlshamn;Linero IF - IFK Karlshamn;78.94;ALTA;3;1;4;OK;OK
2026-06-28;v13;Finland_Ykkonen_2026;13;OLS Oulu;KuPS Akatemia;OLS Oulu - KuPS Akatemia;78.84;ALTA;2;2;4;OK;OK
2026-06-28;v13;Norway_3rdDivision_Group6_2026;13;Rade;Lyn 2;Rade - Lyn 2;78.73;ALTA;3;5;8;OK;OK
2026-06-28;v13;Norway_3rdDivision_Group4_2026;13;Vindbjart;Stabaek 2;Vindbjart - Stabaek 2;75.28;ALTA;2;3;5;OK;OK
2026-06-28;v13;Sweden_Superettan_2026;15;Landskrona;Värnamo;Landskrona - Värnamo;74.56;MEDIA-ALTA;1;0;1;KO;KO
2026-06-28;v13;Finland_Ykkonen_2026;13;KPV;Keski-Uusimaa;KPV - Keski-Uusimaa;73.99;MEDIA-ALTA;1;3;4;OK;OK
2026-06-28;v13;Norway_3rdDivision_Group4_2026;13;Brodd;Haugesund 2;Brodd - Haugesund 2;73.05;MEDIA-ALTA;4;0;4;OK;KO
2026-06-28;v13;Norway_3rdDivision_Group4_2026;13;Varhaug;Odd 2;Varhaug - Odd 2;72.84;MEDIA-ALTA;2;2;4;OK;OK
2026-06-28;v13;Iceland_BestaDeildKarla_2026;17;Hafnarfjordur;Vestmannaeyjar;Hafnarfjordur - Vestmannaeyjar;72.6;MEDIA-ALTA;1;1;2;KO;OK
2026-06-28;v13;Iceland_BestaDeildKarla_2026;17;Thor Akureyri;Valur;Thor Akureyri - Valur;70.52;MEDIA-ALTA;2;4;6;OK;OK
2026-06-28;v13;Norway_2ndDivision_Group1_2026;13;Sotra;Jerv;Sotra - Jerv;70.2;MEDIA-ALTA;1;3;4;OK;OK
2026-06-28;v13;Sweden_Division2_SodraSvealand_2026;15;Karlslund;Fittja;Karlslund - Fittja;66.92;MEDIA-ALTA;2;2;4;OK;OK
2026-06-28;v13;Sweden_Superettan_2026;15;Norrkoping;Norrby;Norrkoping - Norrby;66.7;MEDIA-ALTA;0;1;1;KO;KO
2026-06-28;v13;Norway_2ndDivision_Group2_2026;13;Skeid;Trygg/Lade;Skeid - Trygg/Lade;65.3;MEDIA-ALTA;7;1;8;OK;OK
2026-06-28;v13;Sweden_Division1_Norra_2026;15;Umeå;Jarfalla;Umeå - Jarfalla;64.94;MEDIA-ALTA;1;3;4;OK;OK
2026-06-28;v13;Iceland_BestaDeildKarla_2026;17;Stjarnan;Akureyri;Stjarnan - Akureyri;64.57;MEDIA-ALTA;3;1;4;OK;OK
2026-06-28;v13;Norway_2ndDivision_Group2_2026;13;Stjordals Blink;Junkeren;Stjordals Blink - Junkeren;63.03;MEDIA-ALTA;1;1;2;KO;OK
2026-06-28;v13;Sweden_Division2_SodraSvealand_2026;15;Ragsved;Forward;Ragsved - Forward;61.92;MEDIA-ALTA;1;2;3;OK;OK
2026-06-28;v13;Sweden_Superettan_2026;15;Sandviken;Helsingborg;Sandviken - Helsingborg;58.2;MEDIA;4;2;6;OK;OK
2026-06-28;v13;Sweden_Division2_SodraSvealand_2026;15;Orebro Syr.;Syrianska;Orebro Syr. - Syrianska;57.18;MEDIA;3;0;3;OK;KO
2026-06-28;v13;Finland_Ykkosliiga_2026;13;KaPa;JaPS;KaPa - JaPS;47.65;MEDIA;2;1;3;OK;OK
2026-06-28;1.3.0;USA_USLLeagueTwo_MidAtlantic_2026;20260629;Philadelphia Lone Star;Ocean City;Philadelphia Lone Star - Ocean City;85.73;ALTA;0;4;4;OK;KO
2026-06-28;1.3.0;USA_USLLeagueTwo_GreatForest_2026;20260629;Erie Sports Center;Pittsburgh Riverhounds 2;Erie Sports Center - Pittsburgh Riverhounds 2;81.6;ALTA;0;4;4;OK;KO
2026-06-28;1.3.0;USA_USLLeagueTwo_NorCal_2026;20260629;Glens SC;San Francisco City;Glens SC - San Francisco City;73.83;MEDIA-ALTA;0;2;2;KO;KO
2026-06-28;1.3.0;USA_USLLeagueTwo_Northeast_2026;20260629;Seacoast Utd Phantoms;Black Rock;Seacoast Utd Phantoms - Black Rock;73.01;MEDIA-ALTA;1;3;4;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Portland Bangers;Bigfoot;Portland Bangers - Bigfoot;85.14;ALTA;2;0;2;KO;KO
2026-06-29;1.3.0;Iceland_Division_1_2026;17;Afturelding;Aegir;Afturelding - Aegir;83.89;ALTA;8;1;9;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_MidAtlantic_2026;20260629;West Chester Utd;LVU Rush;West Chester Utd - LVU Rush;80.29;ALTA;2;3;5;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Tacoma Stars;West Seattle Junction;Tacoma Stars - West Seattle Junction;75.94;ALTA;1;2;3;OK;OK
2026-06-29;1.3.0;Iceland_BestaDeildKarla_2026;17;Akranes;Fram;Akranes - Fram;75.82;ALTA;0;2;2;KO;KO
2026-06-29;1.3.0;USA_USLLeagueTwo_NorCal_2026;20260629;Academica SC;Marin;Academica SC - Marin;73.49;MEDIA-ALTA;3;2;5;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Northeast_2026;20260629;Albany Rush;Boston Bolts;Albany Rush - Boston Bolts;72.51;MEDIA-ALTA;1;0;1;KO;KO
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthFlorida_2026;16;Miami;Brevard SC;Miami - Brevard SC;69.47;MEDIA-ALTA;2;3;5;OK;OK
2026-06-29;1.3.0;Finland_Ykkonen_2026;13;VJS;TPV;VJS - TPV;64.64;MEDIA-ALTA;2;1;3;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_Mountain_2026;20260629;Albion Colorado;Colorado Storm;Albion Colorado - Colorado Storm;63.15;MEDIA-ALTA;0;1;1;KO;KO
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthFlorida_2026;16;Weston;Lakeland United;Weston - Lakeland United;62.73;MEDIA-ALTA;2;3;5;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthCentral_2026;18;Swarm FC;Dothan United;Swarm FC - Dothan United;55.31;MEDIA;3;1;4;OK;OK
2026-06-29;1.3.0;USA_USLLeagueTwo_LoneStar_2026;20260629;Hill Country Lobos;Lonestar SC;Hill Country Lobos - Lonestar SC;73.72;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;USA_USLLeagueTwo_Mountain_2026;20260629;Atletico Union;Real Colorado;Atletico Union - Real Colorado;71.27;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;USA_USLLeagueTwo_SouthAtlantic_2026;20260629;Asheville City;Charlotte Independ. 2;Asheville City - Charlotte Independ. 2;53.17;MEDIA;;;;;
2026-06-29;1.3.0;Estonia_Esiliiga_2026;18;Nomme Utd U21;Flora U21;Nomme Utd U21 - Flora U21;88.55;ALTA;;;;;
2026-06-29;1.3.0;Australia_QueenslandPremierLeague_2026;17;Logan Lightning;Redlands;Logan Lightning - Redlands;72.39;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;Latvia_Virsliga_2026;21;FK Liepaja;Ogre United;FK Liepaja - Ogre United;71.86;MEDIA-ALTA;4;1;5;OK;OK
2026-06-29;1.3.0;Australia_NPL_NSW_U20_2026;22;SD Raiders U20;Sydney FC U20;SD Raiders U20 - Sydney FC U20;69.06;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;Finland_Kakkonen_GroupC_2026;11;SJK Akatemia 2;Vaajakoski;SJK Akatemia 2 - Vaajakoski;67.55;MEDIA-ALTA;;;;;
2026-06-29;1.3.0;Latvia_Virsliga_2026;21;RFS;BFC Daugavpils;RFS - BFC Daugavpils;66.7;MEDIA-ALTA;4;1;5;OK;OK
2026-06-29;1.3.0;Australia_NPLNSW_2026;22;SD Raiders;Sydney FC U23;SD Raiders - Sydney FC U23;56.67;MEDIA;;;;;
2026-06-30;1.3.0;Lithuania_Toplyga_2026;23;FA Siauliai;Transinvest;FA Siauliai - Transinvest;73.57;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;FaroeIslands_PremierLeague_2026;16;Toftir;Argir;Toftir - Argir;65.8;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Latvia_Virsliga_2026;21;Auda;Riga FC;Auda - Riga FC;65.49;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;FaroeIslands_PremierLeague_2026;16;HB Torshavn;Skala Itrottarfelag;HB Torshavn - Skala Itrottarfelag;64.86;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;FaroeIslands_PremierLeague_2026;16;Vikingur;Runavik;Vikingur - Runavik;61.93;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Lithuania_Toplyga_2026;23;FK Panevezys;Suduva;FK Panevezys - Suduva;59.61;MEDIA;;;;;
2026-06-30;1.3.0;Latvia_Virsliga_2026;21;Jelgava;Grobina;Jelgava - Grobina;46.92;MEDIA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Mountain_2026;20260630;Colorado Storm;CISA;Colorado Storm - CISA;83.7;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Portland Bangers;FC Olympia;Portland Bangers - FC Olympia;81.43;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Ranger_2026;20260629;Fort Worth Vaqueros;McKinney Chupacabras;Fort Worth Vaqueros - McKinney Chupacabras;80.79;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Northwest_2026;20260629;Snohomish United;Tacoma Stars;Snohomish United - Tacoma Stars;80.1;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_MidAtlantic_2026;20260629;Reading;Eagle FC;Reading - Eagle FC;80.0;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Chesapeake_2026;20260629;Virginia Marauders;Annapolis Blues;Virginia Marauders - Annapolis Blues;78.98;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Chesapeake_2026;20260629;Patuxent;Hill City;Patuxent - Hill City;78.86;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatLakes_2026;20260629;Kalamazoo FC;Oakland County;Kalamazoo FC - Oakland County;77.75;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Northeast_2026;20260629;Boston Bolts;Western Mass Pioneers;Boston Bolts - Western Mass Pioneers;77.64;ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_MidSouth_2026;20260629;Memphis FC;Mississippi Brilla;Memphis FC - Mississippi Brilla;71.15;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_SouthAtlantic_2026;20260630;Charlotte Eagles;Hickory;Charlotte Eagles - Hickory;71.04;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Australia_NPLQueenslandU23_2026;17;QLD State Team U17;Peninsula U23;QLD State Team U17 - Peninsula U23;70.58;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Australia_NPLQueenslandU23_2026;17;Rochedale U23;Moreton City Excelsior U23;Rochedale U23 - Moreton City Excelsior U23;70.11;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatLakes_2026;20260629;Midwest United;Flint City;Midwest United - Flint City;69.34;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatForest_2026;20260629;Erie Sports Center;Akron City;Erie Sports Center - Akron City;66.94;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_GreatPlains_2026;20260629;Sunflower State;Menace;Sunflower State - Menace;66.23;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Southeast_2026;20260629;Inter Gainesville;Brooke House;Inter Gainesville - Brooke House;64.24;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;Australia_NPLNorthernNSW_2026;18;Newcastle Olympic;Charlestown Azzurri;Newcastle Olympic - Charlestown Azzurri;62.37;MEDIA-ALTA;;;;;
2026-06-30;1.3.0;USA_USLLeagueTwo_Southwest_2026;20260629;Ventura;Tucson;Ventura - Tucson;59.26;MEDIA;;;;;
